candidate_id,K,template_family,offsets_log10_tau,span,shift,time_window_anchor,candidate_hash
K08_tw_span6.0_shift-0.5_dens1.25,8,time_window_centered,-3.000000000000;-1.969977246911;-1.040280057733;-0.263480636979;0.263480636979;1.040280057733;1.969977246911;3.000000000000,6.000000,-0.500000,3.162277660168e-04,7cc608b7d4c1ccaa6624219c9e79337f92d9e63a2a26656a3ad27274e0f187eb
K08_tw_span6.0_shift+0.0_dens1.00,8,time_window_centered,-3.000000000000;-2.142857142857;-1.285714285714;-0.428571428571;0.428571428571;1.285714285714;2.142857142857;3.000000000000,6.000000,0.000000,3.162277660168e-04,9988a610663e8e0b8b1ae10b00bc6415b615199eaeb0ab42815af9cb22a71344
K08_tw_span6.0_shift+0.0_dens1.25,8,time_window_centered,-3.000000000000;-1.969977246911;-1.040280057733;-0.263480636979;0.263480636979;1.040280057733;1.969977246911;3.000000000000,6.000000,0.000000,3.162277660168e-04,ce0eb75b6b86e9d00b191bcafe49a4972314b85a29a722f77055de6a89a7f9ae
K08_tw_span6.0_shift+0.5_dens1.00,8,time_window_centered,-3.000000000000;-2.142857142857;-1.285714285714;-0.428571428571;0.428571428571;1.285714285714;2.142857142857;3.000000000000,6.000000,0.500000,3.162277660168e-04,7a58d2a050a92a21a4e69e3bf6f31dbc54247e3abaa8cdf9e5693fe4981b9b6d
K08_tw_span6.0_shift+0.5_dens1.25,8,time_window_centered,-3.000000000000;-1.969977246911;-1.040280057733;-0.263480636979;0.263480636979;1.040280057733;1.969977246911;3.000000000000,6.000000,0.500000,3.162277660168e-04,531e07ba7731c9957e8b0405ef5ef0f4f145a8fec6f87e77164917dc3a2398f3
K08_tw_span8.0_shift-0.5_dens1.00,8,time_window_centered,-4.000000000000;-2.857142857143;-1.714285714286;-0.571428571429;0.571428571429;1.714285714286;2.857142857143;4.000000000000,8.000000,-0.500000,3.162277660168e-04,61ac2aa238abf3cda66570ec741751b166db892696e0696226cbeb3ed6bda6f9
K08_tw_span8.0_shift-0.5_dens1.25,8,time_window_centered,-4.000000000000;-2.626636329214;-1.387040076978;-0.351307515972;0.351307515972;1.387040076978;2.626636329214;4.000000000000,8.000000,-0.500000,3.162277660168e-04,7baecd183cf603a61c29bde7a06bba7df144570dc7cc91e08a68ba21229c952c
K08_tw_span8.0_shift+0.0_dens1.00,8,time_window_centered,-4.000000000000;-2.857142857143;-1.714285714286;-0.571428571429;0.571428571429;1.714285714286;2.857142857143;4.000000000000,8.000000,0.000000,3.162277660168e-04,c383cd7839c5e89f88d8bc3f92626d1c196789d58152b7e47d1a9d75120f452f
K08_tw_span8.0_shift+0.0_dens1.25,8,time_window_centered,-4.000000000000;-2.626636329214;-1.387040076978;-0.351307515972;0.351307515972;1.387040076978;2.626636329214;4.000000000000,8.000000,0.000000,3.162277660168e-04,520ff30682c948aebb15e2562d51e575a6871b15cc96a4b5b088ff94cd8125ba
K08_tw_span8.0_shift+0.5_dens1.00,8,time_window_centered,-4.000000000000;-2.857142857143;-1.714285714286;-0.571428571429;0.571428571429;1.714285714286;2.857142857143;4.000000000000,8.000000,0.500000,3.162277660168e-04,7440559f8b8e9b3bbbb9b8eb0c6e1049fe993740e6818175ca3c0b080ddcfcc9
K08_tw_span8.0_shift+0.5_dens1.25,8,time_window_centered,-4.000000000000;-2.626636329214;-1.387040076978;-0.351307515972;0.351307515972;1.387040076978;2.626636329214;4.000000000000,8.000000,0.500000,3.162277660168e-04,27018b2fad74d53b8a421c9051db483652ace22e4ccfb2ba1478483265db991c
K10_cc_span4.0_shift-0.5_dens1.00,10,cole_cole_tau_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,-0.500000,3.162277660168e-03,f8392d35040c3e6e897f1169bfddc80a80d408ff561182a9e0ed94921612fef7
K10_cc_span4.0_shift-0.5_dens1.25,10,cole_cole_tau_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,-0.500000,3.162277660168e-03,0940690c6db7c85ad8e8a7e34dfcb2712a8151b53bd455adaf5e91a00acc1bc5
K10_cc_span4.0_shift+0.0_dens1.00,10,cole_cole_tau_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,0.000000,3.162277660168e-03,b40599e92d10d7c3141b7524ba0de8353389fda55e792fb714842eadf28c567d
K10_cc_span4.0_shift+0.0_dens1.25,10,cole_cole_tau_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,0.000000,3.162277660168e-03,c4d3f5c9f7660fde0423c2ef8a8de8970e57e8b69762dd677f8f4d831487d8f1
K10_cc_span4.0_shift+0.5_dens1.00,10,cole_cole_tau_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,0.500000,3.162277660168e-03,975143ca9c7320e93fbfd2060335a0f485208e8da0e71aa83a1e09758fbf5f45
K10_cc_span4.0_shift+0.5_dens1.25,10,cole_cole_tau_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,0.500000,3.162277660168e-03,ac34064676d05bd319813139a63a76d7f2938674990f766cbe6fb8d49c41f91f
K10_cc_span6.0_shift-0.5_dens1.00,10,cole_cole_tau_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,-0.500000,3.162277660168e-03,3e0d1793cc2f6fbce957a8b60e264d2c7c7eeaa27d9d6db420dac08966f44a4d
K10_cc_span6.0_shift-0.5_dens1.25,10,cole_cole_tau_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,-0.500000,3.162277660168e-03,a8a7498160fd9b8b833c28e277f7dd20c34caa6b260a3d9b757d61bd113c357e
K10_cc_span6.0_shift+0.0_dens1.00,10,cole_cole_tau_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,0.000000,3.162277660168e-03,6804a16cc5094e2be83d17f4c55e6f3d829e9b2fbf3bc0a64e3227730b35d1e2
K10_cc_span6.0_shift+0.0_dens1.25,10,cole_cole_tau_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,0.000000,3.162277660168e-03,75eb4b92e18f4bca868d089255d442fc2c5f7fca669a051d0a642b41f8bf57e3
K10_cc_span6.0_shift+0.5_dens1.00,10,cole_cole_tau_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,0.500000,3.162277660168e-03,ecd70445d9aab88c7188078037c5e45b9747fa26f032b0f888775cb824b0c6b2
K10_cc_span6.0_shift+0.5_dens1.25,10,cole_cole_tau_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,0.500000,3.162277660168e-03,83ee2975604872325a92ee2b7645f9719837c15e615a19f56d145922e26e4fa4
K10_cc_span8.0_shift-0.5_dens1.00,10,cole_cole_tau_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,-0.500000,3.162277660168e-03,19636e1ab293b733f857a018be087df705291e180756dbac97f47b80eba3ebac
K10_cc_span8.0_shift-0.5_dens1.25,10,cole_cole_tau_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,-0.500000,3.162277660168e-03,8e2e7a6a01fc64433013fd20eda68860d72b939b75b9f915d9d7de7c1ee9de24
K10_cc_span8.0_shift+0.0_dens1.00,10,cole_cole_tau_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,0.000000,3.162277660168e-03,70fdd45fe04b2964db3738bd0fa61148171a9594fddb202f07d40d9364704642
K10_cc_span8.0_shift+0.0_dens1.25,10,cole_cole_tau_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,0.000000,3.162277660168e-03,4f2504b135b3e8b223d99445222d79b86baa765d902e1048020f0c3489513373
K10_cc_span8.0_shift+0.5_dens1.00,10,cole_cole_tau_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,0.500000,3.162277660168e-03,70901caccf6c1e486cbd61f0687bd17c29dc3188d18a02f21cf660087a063b44
K10_cc_span8.0_shift+0.5_dens1.25,10,cole_cole_tau_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,0.500000,3.162277660168e-03,7d9956fc7ce083b642adeb3475ec28155f6b678d2a4aca0543b5210b97f03ac2
K10_tw_span4.0_shift-0.5_dens1.00,10,time_window_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,-0.500000,3.162277660168e-04,e973a199c3662f51aada8f3979e5c2668c891589fc5215f024d1bf385e07da01
K10_tw_span4.0_shift-0.5_dens1.25,10,time_window_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,-0.500000,3.162277660168e-04,d5828023f7919ae611e2838f48804e445799f9cb6898bca5ee647c816051df6c
K10_tw_span4.0_shift+0.0_dens1.00,10,time_window_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,0.000000,3.162277660168e-04,a4d526f91d7d78c2ae91f3b6f6dc36e6f355c6da94589bb4dbc3fb37fb5d05c3
K10_tw_span4.0_shift+0.0_dens1.25,10,time_window_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,0.000000,3.162277660168e-04,ef0456559c89d9a83f7262c726694c34c35f549471834d3f8cc8d46f72cd7b92
K10_tw_span4.0_shift+0.5_dens1.00,10,time_window_centered,-2.000000000000;-1.555555555556;-1.111111111111;-0.666666666667;-0.222222222222;0.222222222222;0.666666666667;1.111111111111;1.555555555556;2.000000000000,4.000000,0.500000,3.162277660168e-04,bf70497d14a7f6279ffeb8003b759d4deb46fcb3a8c870d64fd3fb0579ce83e1
K10_tw_span4.0_shift+0.5_dens1.25,10,time_window_centered,-2.000000000000;-1.460829091173;-0.959266690412;-0.506557123768;-0.128300059820;0.128300059820;0.506557123768;0.959266690412;1.460829091173;2.000000000000,4.000000,0.500000,3.162277660168e-04,dc01f97b2fe77fe2818c75bea0fc4e369fe48d4a87562c100f6b230a92d0ce4b
K10_tw_span6.0_shift-0.5_dens1.00,10,time_window_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,-0.500000,3.162277660168e-04,6be9ff398f4f0449a060a001d17cfec28c02a112db54514516965829fc196c9a
K10_tw_span6.0_shift-0.5_dens1.25,10,time_window_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,-0.500000,3.162277660168e-04,be8a0dd16da03a588bfa6561b75ebd5f3466bef30d266b7d3635dedd023115fa
K10_tw_span6.0_shift+0.0_dens1.00,10,time_window_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,0.000000,3.162277660168e-04,ab4852dc954e9f75650dd1ffaa55971ebe44e566190a235d7e525f6695da7258
K10_tw_span6.0_shift+0.0_dens1.25,10,time_window_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,0.000000,3.162277660168e-04,b321c80be78c69401880a33acd0729107b599b69900439929a36a056446b858c
K10_tw_span6.0_shift+0.5_dens1.00,10,time_window_centered,-3.000000000000;-2.333333333333;-1.666666666667;-1.000000000000;-0.333333333333;0.333333333333;1.000000000000;1.666666666667;2.333333333333;3.000000000000,6.000000,0.500000,3.162277660168e-04,8e007744d4f1ce81951256e0048d208b0aa4edb5a552c944f42548c4addd6263
K10_tw_span6.0_shift+0.5_dens1.25,10,time_window_centered,-3.000000000000;-2.191243636759;-1.438900035617;-0.759835685652;-0.192450089730;0.192450089730;0.759835685652;1.438900035617;2.191243636759;3.000000000000,6.000000,0.500000,3.162277660168e-04,d98d644409665aacbafa6d7ec405029a2aed0701110339259afb576c0d92dc36
K10_tw_span8.0_shift-0.5_dens1.00,10,time_window_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,-0.500000,3.162277660168e-04,d67c93ebe5c14cddcd816f27022448772ead02d0a9fb26752751ccae28829b50
K10_tw_span8.0_shift-0.5_dens1.25,10,time_window_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,-0.500000,3.162277660168e-04,03554ebd01319e2bfb0f0eff43c20e346f3ee9dd28f8f675a67118d59616d8cf
K10_tw_span8.0_shift+0.0_dens1.00,10,time_window_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,0.000000,3.162277660168e-04,fcae85e4eeab6304e73d0b09b561abbaa2c73656473c8125ef0d0c2b9f11ab25
K10_tw_span8.0_shift+0.0_dens1.25,10,time_window_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,0.000000,3.162277660168e-04,dbb35997246bf87d09aacca0c8c930f4aa81e5537f770ef63bf14eb9880d811d
K10_tw_span8.0_shift+0.5_dens1.00,10,time_window_centered,-4.000000000000;-3.111111111111;-2.222222222222;-1.333333333333;-0.444444444444;0.444444444444;1.333333333333;2.222222222222;3.111111111111;4.000000000000,8.000000,0.500000,3.162277660168e-04,1e376ae91edcc680fd63bbdc8ea001d3a3061f965f5ceeb33027c576891bf5e7
K10_tw_span8.0_shift+0.5_dens1.25,10,time_window_centered,-4.000000000000;-2.921658182345;-1.918533380823;-1.013114247535;-0.256600119640;0.256600119640;1.013114247535;1.918533380823;2.921658182345;4.000000000000,8.000000,0.500000,3.162277660168e-04,96a859d3786b0243ff81cfdc38e078867ac0ef5a707e0f6e5bc9f9047ea721bd
K12_cc_span4.0_shift-0.5_dens1.00,12,cole_cole_tau_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,-0.500000,3.162277660168e-03,7e7e75ba20e949c4ab5c0a961eb7c1437e3215faa88428fdc33cb125bb039fd1
K12_cc_span4.0_shift-0.5_dens1.25,12,cole_cole_tau_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,-0.500000,3.162277660168e-03,530d63fa04e746b692ebdf442d818a8d125a20487282c5968cee116b81edcd9a
K12_cc_span4.0_shift+0.0_dens1.00,12,cole_cole_tau_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,0.000000,3.162277660168e-03,6ec072803bfe7e2a240b10508406e13a38186910e0639e696dd015ba1f71fde5
K12_cc_span4.0_shift+0.0_dens1.25,12,cole_cole_tau_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,0.000000,3.162277660168e-03,24832dd911b386856b4dd7b447ce0af5745f29870a217b355f8f271eef90c668
K12_cc_span4.0_shift+0.5_dens1.00,12,cole_cole_tau_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,0.500000,3.162277660168e-03,bfdd2da51059ef6e32791c919c362d3de823d1cc45a3b3d7595a64a5650573f3
K12_cc_span4.0_shift+0.5_dens1.25,12,cole_cole_tau_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,0.500000,3.162277660168e-03,8c7f3c663f9b7a28408d41d05124c4266a591bef8257222e8fe9ea6835dc9e57
K12_cc_span6.0_shift-0.5_dens1.00,12,cole_cole_tau_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,-0.500000,3.162277660168e-03,13e3f683582185ad3a5c6fab58bb037b67823eaa2d4345e21e538fe4ff41874e
K12_cc_span6.0_shift-0.5_dens1.25,12,cole_cole_tau_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,-0.500000,3.162277660168e-03,2469d19088bd62bd423d2f62ebcd3d9b372de81f1e36ec1003ae1f99ad86e127
K12_cc_span6.0_shift+0.0_dens1.00,12,cole_cole_tau_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,0.000000,3.162277660168e-03,32bb0798c48f270b2724b3d6762f8fe9216b9b06c224e83c997c4fadca880134
K12_cc_span6.0_shift+0.0_dens1.25,12,cole_cole_tau_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,0.000000,3.162277660168e-03,8a9c94afd15727582f9fb823fb9b644e29e9b48be7aa63505c81bed5c792beba
K12_cc_span6.0_shift+0.5_dens1.00,12,cole_cole_tau_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,0.500000,3.162277660168e-03,96ac6d04a136fb166b0cff32e14fad323ad4d06bd666fb1dc8ab9f122b121435
K12_cc_span6.0_shift+0.5_dens1.25,12,cole_cole_tau_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,0.500000,3.162277660168e-03,dc073dd57a41a40213c1b529c959b0491c612614474eb0f8aea488ad586c8482
K12_cc_span8.0_shift-0.5_dens1.00,12,cole_cole_tau_centered,-4.000000000000;-3.272727272727;-2.545454545455;-1.818181818182;-1.090909090909;-0.363636363636;0.363636363636;1.090909090909;1.818181818182;2.545454545455;3.272727272727;4.000000000000,8.000000,-0.500000,3.162277660168e-03,43f963b65bf33942388a1e7ffcb48d0795237a187516378f00af19663897b08b
K12_cc_span8.0_shift-0.5_dens1.25,12,cole_cole_tau_centered,-4.000000000000;-3.112592536005;-2.273482862781;-1.492903170307;-0.788352961250;-0.199672904282;0.199672904282;0.788352961250;1.492903170307;2.273482862781;3.112592536005;4.000000000000,8.000000,-0.500000,3.162277660168e-03,d84be27efab98aa3e45f5b83c8f6610e06b660ddc377c702066642aa99769568
K12_cc_span8.0_shift+0.0_dens1.00,12,cole_cole_tau_centered,-4.000000000000;-3.272727272727;-2.545454545455;-1.818181818182;-1.090909090909;-0.363636363636;0.363636363636;1.090909090909;1.818181818182;2.545454545455;3.272727272727;4.000000000000,8.000000,0.000000,3.162277660168e-03,55cb00d9e0a313d394922c6eed9cc60e54c143f1982b3ba26cb52d0a4a6c2ea7
K12_cc_span8.0_shift+0.0_dens1.25,12,cole_cole_tau_centered,-4.000000000000;-3.112592536005;-2.273482862781;-1.492903170307;-0.788352961250;-0.199672904282;0.199672904282;0.788352961250;1.492903170307;2.273482862781;3.112592536005;4.000000000000,8.000000,0.000000,3.162277660168e-03,b7ad40706682d4a81ce27d250d4567c73a5d3f507d4546bb668d48df1815ebbb
K12_cc_span8.0_shift+0.5_dens1.00,12,cole_cole_tau_centered,-4.000000000000;-3.272727272727;-2.545454545455;-1.818181818182;-1.090909090909;-0.363636363636;0.363636363636;1.090909090909;1.818181818182;2.545454545455;3.272727272727;4.000000000000,8.000000,0.500000,3.162277660168e-03,129a706bcd76a7eee4f046c58783bba11af595fe044029788594c90fbcd26e8b
K12_cc_span8.0_shift+0.5_dens1.25,12,cole_cole_tau_centered,-4.000000000000;-3.112592536005;-2.273482862781;-1.492903170307;-0.788352961250;-0.199672904282;0.199672904282;0.788352961250;1.492903170307;2.273482862781;3.112592536005;4.000000000000,8.000000,0.500000,3.162277660168e-03,5e9680937f297f3773218c54af7f2475b18c901a608f891e8da47d9fc78188c1
K12_tw_span4.0_shift-0.5_dens1.00,12,time_window_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,-0.500000,3.162277660168e-04,e33ee64479b242444c8547ac19381eba9bb487fafc3033a18e142518c4b345dd
K12_tw_span4.0_shift-0.5_dens1.25,12,time_window_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,-0.500000,3.162277660168e-04,554fb6d30f4d6c2f83cd1ba170938973eccf1d57ace51c638b109edb03056f96
K12_tw_span4.0_shift+0.0_dens1.00,12,time_window_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,0.000000,3.162277660168e-04,6a495d26e5deaf851a54c238bf99260dcbfaf7b453657b6daa5f573188cbff5c
K12_tw_span4.0_shift+0.0_dens1.25,12,time_window_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,0.000000,3.162277660168e-04,b146e738d1ef05ec54cdef1d9d21b34d6bf5c86952ee1d1867d7ff5b4b4390b0
K12_tw_span4.0_shift+0.5_dens1.00,12,time_window_centered,-2.000000000000;-1.636363636364;-1.272727272727;-0.909090909091;-0.545454545455;-0.181818181818;0.181818181818;0.545454545455;0.909090909091;1.272727272727;1.636363636364;2.000000000000,4.000000,0.500000,3.162277660168e-04,f57f3e568a2f4b8d443bdad3c8b22c696798d6e4a9766d2f8013847f04d015de
K12_tw_span4.0_shift+0.5_dens1.25,12,time_window_centered,-2.000000000000;-1.556296268002;-1.136741431391;-0.746451585153;-0.394176480625;-0.099836452141;0.099836452141;0.394176480625;0.746451585153;1.136741431391;1.556296268002;2.000000000000,4.000000,0.500000,3.162277660168e-04,8802e78fc27d12743474b8b069b9ed0d25e76ab183648083ec39b3a9ab67c17a
K12_tw_span6.0_shift-0.5_dens1.00,12,time_window_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,-0.500000,3.162277660168e-04,44548a0eec1f4add5593c2bed7226f9d9e9cad31b093f092276110bfa6b98089
K12_tw_span6.0_shift-0.5_dens1.25,12,time_window_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,-0.500000,3.162277660168e-04,0db5d54bae335320722183577286884e7ff760c8ee849f30ff65b2618d817eb4
K12_tw_span6.0_shift+0.0_dens1.00,12,time_window_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,0.000000,3.162277660168e-04,278f6205f49c4b2dc35acf328c12ef4b5d7cdd86614d957a478e2223cab10ef3
K12_tw_span6.0_shift+0.0_dens1.25,12,time_window_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,0.000000,3.162277660168e-04,30d0aef4e81202341e5d943476c98a9eaacc6c2c47e8de6a16665e8e593cfac2
K12_tw_span6.0_shift+0.5_dens1.00,12,time_window_centered,-3.000000000000;-2.454545454545;-1.909090909091;-1.363636363636;-0.818181818182;-0.272727272727;0.272727272727;0.818181818182;1.363636363636;1.909090909091;2.454545454545;3.000000000000,6.000000,0.500000,3.162277660168e-04,7c63aa10ec75b25893dccab38a85a3902c356a854611a28d11018afa06a2eb0d
K12_tw_span6.0_shift+0.5_dens1.25,12,time_window_centered,-3.000000000000;-2.334444402004;-1.705112147086;-1.119677377730;-0.591264720937;-0.149754678212;0.149754678212;0.591264720937;1.119677377730;1.705112147086;2.334444402004;3.000000000000,6.000000,0.500000,3.162277660168e-04,2279ac638ca23c8eaa4d8dcad787fae140b9c91a097576308675f9a72f0f49ab
K12_tw_span8.0_shift-0.5_dens1.00,12,time_window_centered,-4.000000000000;-3.272727272727;-2.545454545455;-1.818181818182;-1.090909090909;-0.363636363636;0.363636363636;1.090909090909;1.818181818182;2.545454545455;3.272727272727;4.000000000000,8.000000,-0.500000,3.162277660168e-04,c873bd9747f2a31292db511c098c65aca9ff7a6d57c9d8b4cd2fb4b4d7ac3af2
