time_obs,component,pred,ref,abs_error,ordinary_relative_error,relative_error_with_floor,peak_normalized_error,pass_5pct
1e-05,Ex,0.0009171461792970266,0.0008954699652194018,2.1676214077624863e-05,0.024206522741735854,0.024206522741735854,0.02412616335639073,True
1.25e-05,Ex,0.000945121385966652,0.0008959915796517662,4.9129806314885814e-05,0.05483288842288058,0.05483288842288058,0.05468269175493633,False
1.5625e-05,Ex,0.000962096736414721,0.000896383226132617,6.571351028210402e-05,0.07330961620692121,0.07330961620692121,0.07314076517745956,False
1.953125e-05,Ex,0.0009724241437389583,0.0008966047709563111,7.581937278264717e-05,0.08456275857396885,0.08456275857396885,0.084388840541183,False
2.44140625e-05,Ex,0.0009786700702027128,0.0008969358815235627,8.173418867915019e-05,0.09112601063558078,0.09112601063558078,0.09097217718986979,False
3.0517578125e-05,Ex,0.000982163867618352,0.0008973486401800019,8.481522743835018e-05,0.0945175861873896,0.0945175861873896,0.09440144967009322,False
3.814697265625e-05,Ex,0.0009834347104359011,0.0008976763075478943,8.575840288800683e-05,0.09553377110092805,0.09553377110092805,0.09545122731533442,False
4.76837158203125e-05,Ex,0.0009826329138528215,0.0008980486322613219,8.458428159149965e-05,0.0941867495288235,0.0941867495288235,0.09414440122022819,False
5.9604644775390625e-05,Ex,0.000979920999990193,0.0008982830031035884,8.16379968866047e-05,0.09088226828799337,0.09088226828799337,0.09086511334134967,False
7.450580596923828e-05,Ex,0.0009757431626844888,0.0008984525951111534,7.729056757333538e-05,0.08602631679612797,0.08602631679612797,0.08602631679612797,False
9.313225746154785e-05,Ex,0.0009708049653769201,0.0008983976662266715,7.240729915024865e-05,0.08059604546209921,0.08059604546209921,0.08059111804478752,False
0.00011641532182693481,Ex,0.0009655738326821135,0.0008971331903093246,6.844064237278898e-05,0.07628816223953455,0.07628816223953455,0.07617613076661184,False
0.00014551915228366852,Ex,0.0009593157687482704,0.0008924417428681005,6.687402588016994e-05,0.07493377177232023,0.07493377177232023,0.07443244779308197,False
0.00018189894035458565,Ex,0.0009491101470151333,0.000880542506920308,6.85676400948253e-05,0.07786976728090073,0.07786976728090073,0.07631748237795713,False
0.00022737367544323206,Ex,0.0009296630061824542,0.0008566247660375918,7.303824014486242e-05,0.08526281639358678,0.08526281639358678,0.08129337100509615,False
0.0002842170943040401,Ex,0.0008945699859100566,0.0008165328240839972,7.803716182605937e-05,0.09557137144315418,0.09557137144315418,0.08685729469834175,False
0.0003552713678800501,Ex,0.000838842934320818,0.0007586840779230589,8.015885639775912e-05,0.10565511881730612,0.10565511881730612,0.08921879332747895,False
0.0004440892098500626,Ex,0.0007615154492726895,0.0006849997923308168,7.651565694187274e-05,0.11170172283047924,0.11170172283047924,0.08516382206276168,False
0.0005551115123125783,Ex,0.000666800236091594,0.0006003947547442564,6.64054813473376e-05,0.11060303379169861,0.11060303379169861,0.07391094611855636,False
0.0006938893903907228,Ex,0.0005630286008249754,0.0005112681381748215,5.176046265015395e-05,0.10123936694927611,0.10123936694927611,0.05761067743785673,False
0.0008673617379884035,Ex,0.0004599268944099244,0.00042384975529686044,3.607713911306398e-05,0.0851177537847011,0.0851177537847011,0.04015474974347494,False
0.0010842021724855044,Ex,0.0003656953814838124,0.0003430093446929135,2.2686036790898893e-05,0.06613824708247834,0.06613824708247834,0.02525012105740788,False
0.0013552527156068805,Ex,0.0002852333881661424,0.00027179953911536073,1.3433849050781645e-05,0.04942557700614744,0.04942557700614744,0.014952206854185397,True
0.0016940658945086007,Ex,0.00021995634271136872,0.00021151703520602631,8.439307505342402e-06,0.03989894949653662,0.03989894949653662,0.009393158360568062,True
0.002117582368135751,Ex,0.00016874656754688267,0.0001621100482866166,6.636519260266074e-06,0.040938358420154565,0.040938358420154565,0.007386610374746624,True
0.0026469779601696886,Ex,0.00012923822226198385,0.00012266992116814266,6.568301093841193e-06,0.05354451222674283,0.05354451222674283,0.00731068186522249,False
0.0033087224502121107,Ex,9.885218904780902e-05,9.18517176078882e-05,7.000471439920814e-06,0.07621492142156322,0.07621492142156322,0.007791698168621507,False
0.004135903062765138,Ex,7.537746910049828e-05,6.818237168165608e-05,7.1950974188422e-06,0.10552723880647853,0.10552723880647853,0.008008321705556484,False
0.0051698788284564225,Ex,5.7156230165186816e-05,5.0255358065961585e-05,6.900872099225231e-06,0.13731614627374936,0.13731614627374936,0.007680841634578928,False
0.006462348535570529,Ex,4.302059554348575e-05,3.6829254375640956e-05,6.191341167844791e-06,0.16810932702291614,0.16810932702291614,0.006891116127366542,False
0.00807793566946316,Ex,3.213355717314153e-05,2.6864345091364876e-05,5.269212081776657e-06,0.19614146795152518,0.19614146795152518,0.005864763606281051,False
0.01009741958682895,Ex,2.3842709103542123e-05,1.952181036480741e-05,4.320898738734712e-06,0.2213369896535894,0.2213369896535894,0.004809267358396517,False
0.012621774483536187,Ex,1.759836861946977e-05,1.4142990027050454e-05,3.4553785924193163e-06,0.24431740288371975,0.24431740288371975,0.003845921989898453,False
0.015777218104420235,Ex,1.293060939627905e-05,1.0221095433802726e-05,2.7095139624763236e-06,0.2650903692294611,0.2650903692294611,0.0030157561759183433,False
0.019721522630525293,Ex,9.453652324698804e-06,7.3722106038550805e-06,2.0814417208437234e-06,0.28233617196927263,0.28233617196927263,0.0023166962087590327,False
0.024651903288156616,Ex,6.8688302565088625e-06,5.3089683502425175e-06,1.559861906266345e-06,0.29381638829982654,0.29381638829982654,0.0017361649515558073,False
0.03081487911019577,Ex,4.954740772717607e-06,3.818299120559481e-06,1.1364416521581255e-06,0.2976303365126635,0.2976303365126635,0.0012648877173286244,False
0.03851859888774471,Ex,3.5485184773534313e-06,2.7433831194785835e-06,8.051353578748478e-07,0.29348265364695925,0.29348265364695925,0.0008961356027640382,False
0.048148248609680894,Ex,2.5268971875351334e-06,1.9694633966751117e-06,5.574337908600217e-07,0.28303841127542295,0.28303841127542295,0.0006204376211869675,False
0.06018531076210112,Ex,1.7931772153225388e-06,1.412944122952378e-06,3.8023309237016076e-07,0.26910695631448983,0.26910695631448983,0.0004232088531316665,False
0.0752316384526264,Ex,1.2707100496062053e-06,1.0131506776649982e-06,2.575593719412071e-07,0.254216255902629,0.254216255902629,0.000286669962714441,False
0.09403954806578299,Ex,9.00152129654348e-07,7.261735588588773e-07,1.739785707954707e-07,0.23958262962488455,0.23958262962488455,0.0001936424600943433,False
0.11754943508222873,Ex,6.374176655830541e-07,5.203081651358521e-07,1.1710950044720201e-07,0.22507719135375245,0.22507719135375245,0.00013034577570863784,False
0.1469367938527859,Ex,4.508851941749306e-07,3.727038522280702e-07,7.818134194686041e-08,0.2097680007316334,0.2097680007316334,8.701777074525349e-05,False
0.18367099231598238,Ex,3.183575745385804e-07,2.6691529417953757e-07,5.1442280359042815e-08,0.19272885998222622,0.19272885998222622,5.725653266400611e-05,False
0.22958874039497798,Ex,2.242236302221308e-07,1.9112085670882712e-07,3.3102773513303686e-08,0.17320335458591946,0.17320335458591946,3.684420713282967e-05,False
0.2869859254937225,Ex,1.5734096113400545e-07,1.3683045454928328e-07,2.051050658472217e-08,0.14989723342134145,0.14989723342134145,2.2828702033171466e-05,False
0.35873240686715313,Ex,1.0987253422439949e-07,9.795112691432885e-08,1.1921407310070637e-08,0.12170770960601072,0.12170770960601072,1.3268821721858083e-05,False
0.4484155085839414,Ex,7.619842397809899e-08,7.011287037986722e-08,6.085553598231775e-09,0.08679652630480851,0.08679652630480851,6.773371941208419e-06,False
0.5605193857299268,Ex,5.233177589529419e-08,5.018285272028941e-08,2.1489231750047826e-09,0.04282186162238546,0.04282186162238546,2.3918047392794557e-06,True
0.7006492321624085,Ex,3.544944230030215e-08,3.591603407232927e-08,4.665917720271198e-10,0.012991183021139724,0.012991183021139724,5.193282033643574e-07,True
0.8758115402030107,Ex,2.3551954828134276e-08,2.570406355391352e-08,2.152108725779244e-09,0.08372640074069453,0.08372640074069453,2.395350336222239e-06,False
1.0,Ex,1.775601753765209e-08,2.1069619302160945e-08,3.313601764508854e-09,0.15726918066189283,0.15726918066189283,3.688120867522128e-06,False
1e-05,Ey,3.0261204912908846e-05,-9.750233385858883e-22,3.0261204912908846e-05,3.1036390325587252e+16,3026120491.2908845,3026120491.2908845,False
1.25e-05,Ey,2.762808793569918e-05,-6.920176545593707e-23,2.762808793569918e-05,3.9923964011136166e+17,2762808793.5699177,2762808793.5699177,False
1.5625e-05,Ey,2.518918010161029e-05,-8.501771940531757e-22,2.518918010161029e-05,2.9628153140079164e+16,2518918010.161029,2518918010.161029,False
1.953125e-05,Ey,2.2646078121861823e-05,-1.9445652496524154e-22,2.2646078121861823e-05,1.1645830925915053e+17,2264607812.1861825,2264607812.1861825,False
2.44140625e-05,Ey,1.9838076293758714e-05,-3.1587822478769075e-22,1.9838076293758714e-05,6.2802924472215064e+16,1983807629.3758714,1983807629.3758714,False
3.0517578125e-05,Ey,1.660595989769116e-05,5.192865737115955e-22,1.660595989769116e-05,3.197841180256256e+16,1660595989.769116,1660595989.769116,False
3.814697265625e-05,Ey,1.2717124937357095e-05,5.516391503006904e-23,1.2717124937357095e-05,2.305334008731102e+17,1271712493.7357094,1271712493.7357094,False
4.76837158203125e-05,Ey,7.860842996579766e-06,-4.973696534532263e-22,7.860842996579766e-06,1.5804830355053048e+16,786084299.6579766,786084299.6579766,False
5.9604644775390625e-05,Ey,1.7086429907793422e-06,2.0726116205357935e-22,1.708642990779342e-06,8243913012210356.0,170864299.0779342,170864299.0779342,False
7.450580596923828e-05,Ey,-5.95150518354685e-06,-2.3382901031603434e-22,5.95150518354685e-06,2.5452381530858908e+16,595150518.354685,595150518.354685,False
9.313225746154785e-05,Ey,-1.498206771820527e-05,-1.071386794175005e-22,1.498206771820527e-05,1.3983808461762722e+17,1498206771.820527,1498206771.820527,False
0.00011641532182693481,Ey,-2.4598397938748357e-05,1.789663551199979e-22,2.4598397938748357e-05,1.3744705211353832e+17,2459839793.8748355,2459839793.8748355,False
0.00014551915228366852,Ey,-3.31703816323579e-05,-1.4499564812169856e-22,3.31703816323579e-05,2.287681186439275e+17,3317038163.23579,3317038163.23579,False
0.00018189894035458565,Ey,-3.841625886218857e-05,-2.0950355862876186e-24,3.841625886218857e-05,1.8336804927625015e+19,3841625886.218857,3841625886.218857,False
0.00022737367544323206,Ey,-3.818096382666872e-05,-1.6659302485031524e-23,3.818096382666872e-05,2.2918704946365268e+18,3818096382.666872,3818096382.666872,False
0.0002842170943040401,Ey,-3.157383362939506e-05,-5.01541622276948e-23,3.157383362939506e-05,6.295356601921304e+17,3157383362.9395056,3157383362.9395056,False
0.0003552713678800501,Ey,-1.975688889053824e-05,3.962438533478618e-23,1.975688889053824e-05,4.986042994386515e+17,1975688889.0538242,1975688889.0538242,False
0.0004440892098500626,Ey,-5.70332846453795e-06,1.8074621847230063e-23,5.70332846453795e-06,3.155434460949447e+17,570332846.453795,570332846.453795,False
0.0005551115123125783,Ey,7.044372490049174e-06,-1.0711476785547749e-23,7.044372490049174e-06,6.576471789168845e+17,704437249.0049174,704437249.0049174,False
