time_obs,receiver_type,component,pred,ref,abs_error,ordinary_relative_error,relative_error_with_floor,peak_normalized_error,pass_5pct
1e-05,point,Ex,0.00045454857578163617,0.0008957185429443586,0.00044116996716272246,0.49253191266146157,0.49253191266146157,0.49135644123833516,False
1e-05,point,Ey,-0.00015766474231103622,-1.171312745603975e-22,0.00015766474231103622,1.3460516237252936e+18,15766474231.103622,15766474231.103622,False
1e-05,point,dBzdt,3.024492723111652e-06,4.480304523477692e-06,1.4558118003660403e-06,0.3249359039630666,0.3249359039630666,0.3239232412409445,False
1e-05,disk_average,Ex,0.00042897429901139165,0.0008957185429443586,0.000466744243932967,0.5210836011038802,0.5210836011038802,0.5198399885248545,False
1e-05,disk_average,Ey,-1.665880562637352e-05,-1.171312745603975e-22,1.665880562637352e-05,1.4222337875939003e+17,1665880562.637352,1665880562.637352,False
1e-05,disk_average,Hz,-0.002286008690307296,-0.0021976167823996875,8.839190790760863e-05,0.040221711362746826,0.040221711362746826,0.040221711362746826,True
1e-05,disk_average,dBzdt,2.884882957531414e-06,4.480304523477692e-06,1.5954215659462783e-06,0.3560966799435061,0.3560966799435061,0.3549869046652062,False
2e-05,point,Ex,0.000647103745176393,0.0008965911514760171,0.0002494874062996241,0.27826217768143746,0.27826217768143746,0.2778685160314878,False
2e-05,point,Ey,-0.00017043412424546625,-9.57748434074879e-23,0.00017043412424546625,1.7795291350185733e+18,17043412424.546625,17043412424.546625,False
2e-05,point,dBzdt,3.482675680711751e-06,4.494311043532566e-06,1.0116353628208147e-06,0.22509242307040256,0.22509242307040256,0.22509242307040256,False
2e-05,disk_average,Ex,0.0006282223052810714,0.0008965911514760171,0.00026836884619494577,0.2993213191465724,0.2993213191465724,0.29889786481532926,False
2e-05,disk_average,Ey,-2.8111726275656683e-05,-9.57748434074879e-23,2.8111726275656683e-05,2.935188957297616e+17,2811172627.565668,2811172627.565668,False
2e-05,disk_average,Hz,-0.002259138450492365,-0.00216188526871806,9.725318177430508e-05,0.044985357540260965,0.044985357540260965,0.044253931146316365,True
2e-05,disk_average,dBzdt,3.583525965761404e-06,4.494311043532566e-06,9.107850777711619e-07,0.20265288026332892,0.20265288026332892,0.20265288026332892,False
4e-05,point,Ex,0.000851982412390166,0.0008978613693368284,4.5878956946662384e-05,0.05109804087077402,0.05109804087077402,0.05109804087077402,False
4e-05,point,Ey,-0.00018367770742816903,2.4641339952842375e-22,0.00018367770742816903,7.454047051811475e+17,18367770742.816902,18367770742.816902,False
4e-05,point,dBzdt,4.141717767422741e-06,4.492930091887956e-06,3.512123244652154e-07,0.07816999536657245,0.07816999536657245,0.07814597633837991,False
4e-05,disk_average,Ex,0.0008388478379268564,0.0008978613693368284,5.901353140997203e-05,0.06572677411609786,0.06572677411609786,0.06572677411609786,False
4e-05,disk_average,Ey,-4.07856938285039e-05,2.4641339952842375e-22,4.07856938285039e-05,1.6551735379065405e+17,4078569382.85039,4078569382.85039,False
4e-05,disk_average,Hz,-0.002188915035281133,-0.002090365240263085,9.854979501804821e-05,0.04714477313335211,0.04714477313335211,0.04484393994772681,True
4e-05,disk_average,dBzdt,4.4809757308678435e-06,4.492930091887956e-06,1.1954361020112786e-08,0.00266070487980584,0.00266070487980584,0.0026598873340810338,True
