time_obs,receiver_type,radius,Ex,Ey,Hz,dBzdt,sample_count,candidate_count_min,candidate_count_max,candidate_count_mean
1e-05,point,0.0,0.000939336571634939,1.0333763770488975e-05,-0.0021963634375444137,5.263444475490543e-06,1,32,32,32.0
1e-05,disk_average,2.0,0.0009307934258844264,2.2374057278994552e-05,nan,4.366890183977783e-06,5,4,32,9.6
