time_obs,receiver_type,radius,Ex,Ey,Hz,dBzdt,sample_count,candidate_count_min,candidate_count_max,candidate_count_mean
0.0016940658945086007,disk_average,2.0,0.00010652525831616902,-3.194119347283094e-05,-0.00021992587928583454,2.3340134332226122e-07,5,4,32,9.6
0.002117582368135751,point,0.0,5.482447867045895e-05,-3.082582456396624e-05,nan,1.5341253011480678e-07,1,32,32,32.0
0.002117582368135751,disk_average,2.0,5.4903301999737744e-05,-3.629262019221628e-05,-0.00017281041249676946,1.5282013400416017e-07,5,4,32,9.6
0.0026469779601696886,point,0.0,1.5058866935565955e-05,-3.404623858324742e-05,nan,1.008713183014889e-07,1,32,32,32.0
0.0026469779601696886,disk_average,2.0,1.5078494994245325e-05,-3.966450120279271e-05,-0.00013477582015874258,1.0054979981431759e-07,5,4,32,9.6
0.0033087224502121107,point,0.0,-1.5558133046578125e-05,-3.6325417130029874e-05,nan,6.624629785337945e-08,1,32,32,32.0
0.0033087224502121107,disk_average,2.0,-1.558172850335056e-05,-4.2020992451500986e-05,-0.00010398988709596733,6.605782598469422e-08,5,4,32,9.6
0.004135903062765138,point,0.0,-3.9254113558256766e-05,-3.784190447025199e-05,nan,4.305468677795037e-08,1,32,32,32.0
0.004135903062765138,disk_average,2.0,-3.930956002231341e-05,-4.3578948744334636e-05,-7.921726486979829e-05,4.293613816412469e-08,5,4,32,9.6
0.0051698788284564225,point,0.0,-5.7685795336004454e-05,-3.883623031172419e-05,nan,2.7475332620798857e-08,1,32,32,32.0
0.0051698788284564225,disk_average,2.0,-5.77648696868381e-05,-4.4597805288001416e-05,-5.95551295772806e-05,2.739837040698354e-08,5,4,32,9.6
0.006462348535570529,point,0.0,-7.201344600512823e-05,-3.94986442066767e-05,nan,1.714840839184132e-08,1,32,32,32.0
0.006462348535570529,disk_average,2.0,-7.211003452547807e-05,-4.527640120443373e-05,-4.422622818014499e-05,1.7098578634130555e-08,5,4,32,9.6
0.00807793566946316,point,0.0,-8.306773414157385e-05,-3.994688264278013e-05,nan,1.0473985911072827e-08,1,32,32,32.0
0.00807793566946316,disk_average,2.0,-8.317719258029438e-05,-4.5736197270779685e-05,-3.248305915436936e-05,1.0442574552779718e-08,5,4,32,9.6
0.01009741958682895,point,0.0,-9.149824904437477e-05,-4.024633258489181e-05,nan,6.285868728763811e-09,1,32,32,32.0
0.01009741958682895,disk_average,2.0,-9.161710078755955e-05,-4.604420161497461e-05,-2.3608306602066203e-05,6.266642039032707e-09,5,4,32,9.6
0.012621774483536187,point,0.0,-9.78552156205727e-05,-4.043600754043723e-05,nan,3.7248720214332328e-09,1,32,32,32.0
0.012621774483536187,disk_average,2.0,-9.798077358912508e-05,-4.6240190010713324e-05,-1.6962100794421496e-05,3.7133807044755203e-09,5,4,32,9.6
0.015777218104420235,point,0.0,-0.00010261116310538929,-4.054511254695291e-05,nan,2.1840392823815112e-09,1,32,32,32.0
0.015777218104420235,disk_average,2.0,-0.00010274143174546287,-4.635386376919684e-05,-1.202359409399709e-05,2.1772782007741e-09,5,4,32,9.6
0.019721522630525293,point,0.0,-0.0001061554744327043,-4.059961563218752e-05,nan,1.2633720266848945e-09,1,32,32,32.0
0.019721522630525293,disk_average,2.0,-0.00010628889502862723,-4.6411577645544285e-05,-8.397349284977153e-06,1.2594572486038497e-09,5,4,32,9.6
0.024651903288156616,point,0.0,-0.00010879049622652422,-4.0621887241944224e-05,nan,7.159449704006311e-10,1,32,32,32.0
