time_obs,component,pred,ref,abs_error,ordinary_relative_error,relative_error_with_floor,peak_normalized_error,pass_5pct
1e-05,Ex,0.0009208003708083456,0.000895504944529561,2.5295426278784563e-05,0.02824710955903555,0.02824710955903555,0.0281971635111403,True
1.25e-05,Ex,0.0009484199491639934,0.0008960114369673489,5.240851219664457e-05,0.05849089647117347,0.05849089647117347,0.058420497504080175,False
1.5625e-05,Ex,0.0009651714585555691,0.0008964200484377166,6.875141011785247e-05,0.07669552933100127,0.07669552933100127,0.07663815313286354,False
1.953125e-05,Ex,0.0009753431692629724,0.0008965202387598551,7.882293050311725e-05,0.08792097165832195,0.08792097165832195,0.08786501699272568,False
2.44140625e-05,Ex,0.0009814785157195288,0.0008970911655277205,8.438735019180828e-05,0.09406775301612384,0.09406775301612384,0.09406775301612384,False
1e-05,Ey,1.3477526266538272e-05,1.5162385615708813e-21,1.347752626653827e-05,8888790067820882.0,1347752626.653827,1347752626.653827,False
1.25e-05,Ey,1.3086065235643608e-05,-2.101350461691214e-21,1.308606523564361e-05,6227454903030145.0,1308606523.5643609,1308606523.5643609,False
1.5625e-05,Ey,1.2425981023179064e-05,-3.8977857155522813e-22,1.2425981023179064e-05,3.187958992614455e+16,1242598102.3179064,1242598102.3179064,False
1.953125e-05,Ey,1.140217700992461e-05,-8.675705880495707e-22,1.1402177009924612e-05,1.314265048514199e+16,1140217700.9924612,1140217700.9924612,False
2.44140625e-05,Ey,9.949271076579799e-06,-2.2757410494034793e-23,9.949271076579799e-06,4.371881888401897e+17,994927107.6579798,994927107.6579798,False
1e-05,Hz,-0.002201172722126487,-0.0021976168597438715,3.5558623826155433e-06,0.0016180538326548755,0.0016180538326548755,0.0016180538326548755,True
1.25e-05,Hz,-0.0021904421217400468,-0.002188686967160658,1.7551545793887714e-06,0.0008019212458078005,0.0008019212458078005,0.0007986626839008378,True
1.5625e-05,Hz,-0.0021765921068000317,-0.0021775216467049704,9.295399049386727e-07,0.0004268797540291983,0.0004268797540291983,0.00042297632584007794,True
1.953125e-05,Hz,-0.0021587889238273406,-0.00216356085449806,4.771930670719512e-06,0.0022055911488686026,0.0022055911488686026,0.002171411567745104,True
2.44140625e-05,Hz,-0.0021361149260030903,-0.002146107273112271,9.992347109180708e-06,0.004656033383964945,0.004656033383964945,0.004546901369488629,True
1e-05,dBzdt,4.366761242981092e-06,4.4881196059095085e-06,1.2135836292841647e-07,0.027039912833121443,0.027039912833121443,0.027010585392719458,True
1.25e-05,dBzdt,4.478749179199871e-06,4.4897427701496744e-06,1.0993590949803687e-08,0.002448601515190411,0.002448601515190411,0.0024468303622178313,True
1.5625e-05,dBzdt,4.5479897735630655e-06,4.490865241508837e-06,5.7124532054228214e-08,0.012720161702076715,0.012720161702076715,0.012714138637318254,True
1.953125e-05,dBzdt,4.589245177909823e-06,4.491330145979994e-06,9.791503192982909e-08,0.021800898341322966,0.021800898341322966,0.021792831308473638,True
2.44140625e-05,dBzdt,4.612444835210687e-06,4.4929926976380116e-06,1.1945213757267537e-07,0.02658631909984451,0.02658631909984451,0.02658631909984451,True
