K,candidate_id,case_id,dbdt_p95,h_p95,ip_increment_nrmse,passed,peak_time_error_steps_max,receiver_id,receiver_index,total_p95,unexplained_sign_flips,waveform_id
4,K04_cc_span4.0_shift+0.0_dens1.25,PG01,0.049081115128788995,0.015146968297480783,0.12218973788337768,False,0.0,point,1,0.022714134968216157,0,W0
4,K04_cc_span4.0_shift+0.0_dens1.25,PG01,0.12213409431076264,0.09754898322941298,0.15276365936064926,False,0.0,point,0,0.048242319587509526,0,W1
4,K04_cc_span4.0_shift+0.0_dens1.25,PG01,0.04853580609952281,0.015155049969940378,0.15177887742896737,False,0.0,point,1,0.02269308533507173,0,W1
4,K04_cc_span4.0_shift+0.0_dens1.25,PG01,0.13686522532360573,0.10197712403698403,0.20128792655595623,False,0.0,point,0,0.053440357325032176,0,W2
4,K04_cc_span4.0_shift+0.0_dens1.25,PG01,0.07711667856483055,0.015178101641142127,0.2262038401850211,False,0.0,point,1,0.02365547901165156,0,W2
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.11441616988021622,0.08002023864471833,0.1524924352296026,False,0.0,point,0,0.05867639481051733,0,W0
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.06280606908255246,0.028399150748907975,0.13340947120855956,False,0.0,point,1,0.026109199732922778,0,W0
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.12579230038090372,0.08153320975620282,0.1682969919157462,False,0.0,point,0,0.058373458586057234,0,W1
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.06211717241908713,0.028411447685577518,0.1677942680167242,False,0.0,point,1,0.026134615229710036,0,W1
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.1385795553454749,0.0855075781224508,0.2298153421392977,False,0.0,point,0,0.065838266350553,0,W2
4,K04_cc_span4.0_shift+0.5_dens1.00,PG01,0.08997889155837865,0.028447992254246483,0.2594516772828007,False,0.0,point,1,0.026092476760086192,0,W2
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.1143930927577807,0.08518680121186112,0.15078588128526843,False,0.0,point,0,0.05973728467065742,0,W0
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.06258809614275321,0.02961336463721058,0.13316477001691443,False,0.0,point,1,0.026080590824836318,0,W0
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.12571742228033328,0.0869567276345479,0.16795867196942071,False,0.0,point,0,0.059353976112214386,0,W1
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.06190122127033404,0.029619596518023997,0.1674440627921294,False,0.0,point,1,0.026113218093526507,0,W1
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.13854588086866962,0.0911879811153945,0.22918535097790385,False,0.0,point,0,0.06651406852819684,0,W2
4,K04_cc_span4.0_shift+0.5_dens1.25,PG01,0.08972304287987537,0.02963800219791493,0.2587162657557448,False,0.0,point,1,0.026147877799737287,0,W2
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.06724432438476978,0.04315097200481095,0.04934711850083311,False,0.0,point,0,0.022403015210289312,0,W0
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.017023416686725138,0.017012784449359997,0.05127145343214609,False,0.0,point,1,0.011954616405708454,0,W0
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.055774079088387274,0.04391477532518288,0.07041884674238269,False,0.0,point,0,0.02232683995808445,0,W1
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.01717244847038095,0.017013893289891842,0.07062433901350192,False,0.0,point,1,0.011944264415350764,0,W1
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.07062273710008776,0.04587884526447794,0.13347489239874907,False,0.0,point,0,0.02785954126228467,0,W2
4,K04_cc_span6.0_shift-0.5_dens1.00,PG01,0.017444648507283514,0.017017030492557934,0.13979170422071735,False,0.0,point,1,0.012769638232030821,0,W2
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.0646477887614996,0.04389655644857364,0.06744668406624658,False,0.0,point,0,0.022619970978705266,0,W0
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.026097080819506884,0.015359997547778352,0.06924863106012437,False,0.0,point,1,0.013740831056658414,0,W0
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.048446960218483645,0.031938579662855876,0.09758610534780292,False,0.0,point,0,0.022974458394981242,0,W1
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.026419455092570696,0.01536244671808739,0.09643844999458005,False,0.0,point,1,0.013601939090370644,0,W1
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.06346096643110768,0.03252116109945916,0.17955766028988643,False,0.0,point,0,0.023951158581175885,0,W2
4,K04_cc_span6.0_shift-0.5_dens1.25,PG01,0.031603191601625974,0.015369720430772657,0.1905745057977687,False,0.0,point,1,0.013469963042538604,0,W2
