K,candidate_id,case_id,condition_number,dbdt_p95,group_p95_W0,group_p95_W1,group_p95_W2,group_p95_W3,group_p95_disk_1.0,group_p95_disk_4.0,group_p95_point,h_p95,ip_p95,n_tasks,qualifies,scope,spectral_error,spectral_error_s0,spectral_error_s1,split,total_p95,valid
4,K04_tw_span4.0_shift+0.5_dens1.25,TR01,7.8634429155000465,0.1230886913127027,0.09056935083816142,0.09436509351188492,0.09308101032819775,nan,nan,nan,0.09540905387032704,0.15960377980291288,0.028142278086113276,6,False,point,0.01245729202135313,0.01067971088841552,0.01245729202135313,train,0.09540905387032704,True
4,K04_tw_span6.0_shift-0.5_dens1.00,TR01,19.87596154089188,0.394347262535487,0.29620137400914803,0.2969926348651227,0.2993201381772002,nan,nan,nan,0.3002557263026968,0.6662140332649058,0.13641566229238886,6,False,point,0.04564724658566262,0.047209557565123746,0.04564724658566262,train,0.3002557263026968,True
4,K04_tw_span6.0_shift-0.5_dens1.25,TR01,13.608638163295957,0.4666282318092101,0.3581503314809201,0.35809050549225,0.3751436123985446,nan,nan,nan,0.3721056741403663,1.1130486108252116,0.23580352673492166,6,False,point,0.07363440424274866,0.07398461638849577,0.07363440424274866,train,0.3721056741403663,True
4,K04_tw_span6.0_shift+0.0_dens1.00,TR01,9.214112072607207,0.21428813643259967,0.16300900157912326,0.163479344124634,0.1648804035514765,nan,nan,nan,0.16635417830240926,0.3508133276237878,0.0760497894461647,6,False,point,0.03151816291566034,0.02618145327523343,0.03151816291566034,train,0.16635417830240926,True
4,K04_tw_span6.0_shift+0.0_dens1.25,TR01,7.841869907453841,0.20148125400669076,0.13222388386988232,0.1327126570372124,0.13555302632747518,nan,nan,nan,0.13576718670841548,0.26286667418461634,0.05286961067143452,6,False,point,0.019038423553697854,0.02384521662406734,0.019038423553697854,train,0.13576718670841548,True
4,K04_tw_span6.0_shift+0.5_dens1.00,TR01,6.201983649683149,0.4509145838580866,0.36296801422911273,0.37332936205467004,0.3806588024646769,nan,nan,nan,0.382530983224501,0.8630306842173037,0.20119276778015327,6,False,point,0.08383711666870373,0.07135115662803786,0.08383711666870373,train,0.382530983224501,True
4,K04_tw_span6.0_shift+0.5_dens1.25,TR01,6.062778820059926,0.34048443737189976,0.2349871549782212,0.23760425712698435,0.26045255125427014,nan,nan,nan,0.2566949884118754,0.5139729211968028,0.11781226105334061,6,False,point,0.04801567129401442,0.0400402775095586,0.04801567129401442,train,0.2566949884118754,True
4,K04_tw_span8.0_shift-0.5_dens1.00,TR01,37.52551216910083,0.13337799645878576,0.10974801348975743,0.11012483879485006,0.11406762661582295,nan,nan,nan,0.11330048018569261,0.3130995533200779,0.04862095020584335,6,False,point,0.02023387144110384,0.022368006344314004,0.02023387144110384,train,0.11330048018569261,True
4,K04_tw_span8.0_shift-0.5_dens1.25,TR01,19.696676415165616,0.4659933106023073,0.35290386771032184,0.3540288931666945,0.35612775370443317,nan,nan,nan,0.3603391184237503,0.6450216448884187,0.17460655151895477,6,False,point,0.04682359055889779,0.054942739593831946,0.04682359055889779,train,0.3603391184237503,True
4,K04_tw_span8.0_shift+0.0_dens1.00,TR01,13.614535760722061,0.4412279772478956,0.31597156060181286,0.3167319945454191,0.31291551276763,nan,nan,nan,0.3177530476936658,0.6751079222395164,0.19093409467069583,6,False,point,0.08028381132123272,0.06732951056599183,0.08028381132123272,train,0.3177530476936658,True
