time_obs,receiver_type,radius,Ex,Ey,Hz,dBzdt
1e-05,point,0.0,0.0006479901309199153,-5.150102111510694e-05,-0.0021114548877057015,2.801695876121494e-06
1e-05,disk_average,2.0,0.0006467738398719869,-5.7930072829174924e-05,nan,2.768665505541066e-06
