time_obs,component,pred,ref,abs_error,ordinary_relative_error,relative_error_with_floor,peak_normalized_error,pass_5pct
1e-05,Ex,0.0006479901309199511,0.0008955487538682763,0.00024755862294832524,0.27643232362169967,0.27643232362169967,0.27552445469860964,False
1.25e-05,Ex,0.0007029078195150025,0.0008959001420133779,0.00019299232249837535,0.21541722503208793,0.21541722503208793,0.21479399014302367,False
1.5625e-05,Ex,0.0007601019631737341,0.0008962742960730207,0.00013617233289928653,0.15193153869961298,0.15193153869961298,0.15155524505783444,False
1.953125e-05,Ex,0.0008165795336244018,0.0008966341992161957,8.00546655917939e-05,0.0892835290710244,0.0892835290710244,0.08909816115701488,False
2.44140625e-05,Ex,0.0008690286089094203,0.0008970047201150522,2.797611120563192e-05,0.031188365655471277,0.031188365655471277,0.03113647463666967,True
3.0517578125e-05,Ex,0.000914376566031638,0.0008973497411172087,1.7026824914429255e-05,0.018974569372729413,0.018974569372729413,0.018950285770397396,True
3.814697265625e-05,Ex,0.0009503559246779275,0.0008976815527829673,5.26743718949602e-05,0.05867823810310079,0.05867823810310079,0.05862481144912533,False
4.76837158203125e-05,Ex,0.0009758736395348565,0.0008979924515443644,7.788118799049212e-05,0.08672810985944515,0.08672810985944515,0.08667915339325254,False
5.9604644775390625e-05,Ex,0.000991020462448736,0.0008982773835846474,9.27430788640886e-05,0.10324547913473003,0.10324547913473003,0.10321994009650001,False
7.450580596923828e-05,Ex,0.0009967369077745146,0.0008984996385134827,9.823726926103192e-05,0.10933478996559194,0.10933478996559194,0.10933478996559194,False
9.313225746154785e-05,Ex,0.0009942351861905161,0.0008984051235646866,9.583006262582953e-05,0.10666687011489379,0.10666687011489379,0.10665564961648175,False
0.00011641532182693481,Ex,0.0009843131884418347,0.0008971070754673691,8.720611297446566e-05,0.09720814310714647,0.09720814310714647,0.097057482536936,False
0.00014551915228366852,Ex,0.0009667823442077584,0.0008924330084398668,7.43493357678916e-05,0.0833108312498073,0.0833108312498073,0.08274832017840142,False
0.00018189894035458565,Ex,0.0009403207127023678,0.0008805540044160784,5.976670828628948e-05,0.06787398386305968,0.06787398386305968,0.06651834427576414,False
0.00022737367544323206,Ex,0.0009029497877253081,0.0008566332804232623,4.631650730204577e-05,0.05406806898648719,0.05406806898648719,0.05154872113101107,False
0.0002842170943040401,Ex,0.0008529908389302579,0.0008165299961930715,3.6460842737186445e-05,0.044653402700670836,0.044653402700670836,0.04057969661235353,True
0.0003552713678800501,Ex,0.0007900580257197624,0.0007586790320102499,3.1378993709512554e-05,0.04136003815258812,0.04136003815258812,0.034923768874773664,True
0.0004440892098500626,Ex,0.0007156278093024991,0.0006849995990384699,3.062821026402916e-05,0.04471274188630447,0.04471274188630447,0.03408817204946439,True
0.0005551115123125783,Ex,0.000632961342179281,0.0006003960063494731,3.256533582980789e-05,0.05423976090016253,0.05423976090016253,0.03624412791493763,False
0.0006938893903907228,Ex,0.0005464636780687589,0.0005112686308410109,3.519504722774799e-05,0.06883865957090683,0.06883865957090683,0.03917090861157854,False
0.0008673617379884035,Ex,0.0004604508326531522,0.0004238463398041285,3.660449284902372e-05,0.08636264941190645,0.08636264941190645,0.040739574374881,False
0.0010842021724855044,Ex,0.00037959433971496875,0.000343008885513367,3.6585454201601734e-05,0.10666036871565533,0.10666036871565533,0.0407183849980511,False
0.0013552527156068805,Ex,0.000306990437519466,0.0002718009201575826,3.51895173618834e-05,0.12946798466127893,0.12946798466127893,0.03916475405610901,False
0.0016940658945086007,Ex,0.00024352852633493995,0.00021151738585358957,3.201114048135038e-05,0.15134046949458896,0.15134046949458896,0.035627327056370346,False
0.002117582368135751,Ex,0.00019011024441822617,0.00016211019959395427,2.80000448242719e-05,0.17272228949446147,0.17272228949446147,0.031163111952494944,False
